status_change,off,PoolHeaterPhoton,"December 11, 2017 at 10:43PM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 12:04AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 12:23AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 12:25AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 12:31AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 12:33AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 12:38AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 12:40AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 12:42AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 12:46AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 12:49AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 01:01AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 01:09AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 01:12AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 01:20AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 02:16AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 02:32AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 02:37AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 02:50AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 02:46AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 02:59AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 02:56AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 03:04AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 03:05AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 03:10AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 03:08AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 03:12AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 03:19AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 03:23AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 03:26AM"
status_change,off,PoolHeaterPhoton,"December 12, 2017 at 03:29AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 04:37AM"
status_change,on,PoolHeaterPhoton,"December 12, 2017 at 04:58AM"
